Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_OUT010,Outlet_OUT013,Outlet_OUT017,Outlet_OUT018,Outlet_OUT019,Outlet_OUT027,Outlet_OUT035,Outlet_OUT045,Outlet_OUT046,Outlet_OUT049
FDI50,0.23012801428996726,1,0.09274292756264856,3,0.8393316762762396,OUT035,2004,2,1,1,5496.8448,False,False,False,False,False,False,True,False,False,False
FDO39,0.14468591842810363,1,0.44631769909078867,10,0.6522574007293769,OUT046,1997,2,0,1,3858.9768,False,False,False,False,False,False,False,False,True,False
FDO25,0.10389997022923486,0,0.4150066228594516,3,0.7505865914199757,OUT035,2004,2,1,1,2306.997,False,False,False,False,False,False,True,False,False,False
FDE24,0.6129800535873771,0,0.3071653261359065,0,0.47152782022288786,OUT018,2009,1,2,2,1139.8496,False,False,False,True,False,False,False,False,False,False
FDW19,0.46412622804406073,1,0.12227039741890369,6,0.3322051423099648,OUT045,2002,2,1,1,1757.712,False,False,False,False,False,False,False,True,False,False
FDT36,0.4611491515331944,0,0.36500392189389974,0,0.011449143967021846,OUT018,2009,1,2,2,564.5984,False,False,False,True,False,False,False,False,False,False
FDH16,0.35397439714200657,0,0.1702216879770955,5,0.24318076863000768,OUT049,1999,1,0,1,808.947,False,False,False,False,False,False,False,False,False,True
DRM37,0.6427508186960404,0,0.3167611913965259,14,0.7045327981853867,OUT018,2009,1,2,2,3941.536,False,False,False,True,False,False,False,False,False,False
NCN07,0.8303066388806193,0,0.10650499472041827,11,0.4186717736623,OUT049,1999,1,0,1,1845.5976,False,False,False,False,False,False,False,False,False,True
FDK25,0.41947008038106576,1,0.5078160676795944,2,0.5813171906091044,OUT045,2002,2,1,1,2863.6058,False,False,False,False,False,False,False,True,False,False
FDK41,0.5802322119678476,0,0.41619406302847384,5,0.22212544737145926,OUT045,2002,2,1,1,852.224,False,False,False,False,False,False,False,True,False,False
DRL60,0.2360821673116999,0,0.1452488141073635,14,0.5190111647617301,OUT010,1998,2,2,0,457.4046,True,False,False,False,False,False,False,False,False,False
FDR43,0.8124441798154212,0,0.5210719990502343,6,0.027712412308402795,OUT035,2004,2,1,1,256.333,False,False,False,False,False,False,True,False,False,False
FDY15,0.8154212563262877,1,0.5505338182304518,4,0.5279025664011301,OUT049,1999,1,0,1,2034.019,False,False,False,False,False,False,False,False,False,True
FDW08,0.44924084548972903,0,0.48030574539507526,6,0.32741308939279723,OUT013,1987,0,2,1,1278.336,False,True,False,False,False,False,False,False,False,False
DRE15,0.5236677582613873,0,0.05027174732061517,4,0.18595712025209002,OUT045,2002,2,1,1,1366.2216,False,False,False,False,False,False,False,True,False,False
NCO30,0.8898481690979458,0,0.043230302930659464,9,0.645041732032136,OUT017,2007,2,1,1,2940.1728,False,False,True,False,False,False,False,False,False,False
FDO32,0.10747246204227451,0,0.39131421087494217,6,0.060339968352926016,OUT027,1985,1,2,3,885.514,False,False,False,False,False,True,False,False,False,False
FDH05,0.5832092884787139,1,0.2988110778215491,5,0.8548801689654938,OUT018,2009,1,2,2,2316.984,False,False,False,True,False,False,False,False,False,False
FDH10,0.9791604644239358,0,0.15810322935407162,13,0.6840360545742247,OUT027,1985,1,2,3,8912.3988,False,False,False,False,False,True,False,False,False,False
FDP58,0.3896993152724025,0,0.4401964771015341,13,0.7939705872365856,OUT045,2002,2,1,1,2847.6266,False,False,False,False,False,False,False,True,False,False
NCH43,0.23012801428996726,0,0.23026749777494315,9,0.7772939035239628,OUT013,1987,0,2,1,1725.7536,False,True,False,False,False,False,False,False,False,False
FDZ32,0.19231914260196492,1,0.21777052407708813,6,0.32218554964719626,OUT019,1985,2,0,0,420.7856,False,False,False,False,True,False,False,False,False,False
FDU12,0.6516820482286394,1,0.24768454180706112,0,0.9828878294589438,OUT046,1997,2,0,1,5800.4496,False,False,False,False,False,False,False,False,True,False
FDM36,0.4224471568919321,1,0.1908078593191245,0,0.5969998098459074,OUT046,1997,2,0,1,3448.844,False,False,False,False,False,False,False,False,True,False
NCP50,0.7618338791306938,0,0.0595059061202191,11,0.21422811020787916,OUT027,1985,1,2,3,2175.1686,False,False,False,False,False,True,False,False,False,False
DRB25,0.4611491515331944,0,0.2265734581091456,14,0.325570122717302,OUT013,1987,0,2,1,2036.6822,False,True,False,False,False,False,False,False,False,False
FDU15,0.5415302173265852,1,0.08082921411963938,10,0.01469959048957889,OUT013,1987,0,2,1,683.1108,False,True,False,False,False,False,False,False,False,False
FDF58,0.520690681750521,0,0.02046303500979468,13,0.13098985392090953,OUT010,1998,2,2,0,63.251,True,False,False,False,False,False,False,False,False,False
FDX35,0.028579934504316784,1,0.45429253341233095,1,0.8345285876304763,OUT019,1985,2,0,0,455.4072,False,False,False,False,True,False,False,False,False,False
FDX51,0.2944328669246799,1,0.06520747362496011,10,0.6988808073399481,OUT049,1999,1,0,1,2348.9424,False,False,False,False,False,False,False,False,False,True
FDB47,0.25275379577255136,0,0.23313057432625642,13,0.7549762646944972,OUT013,1987,0,2,1,2090.612,False,True,False,False,False,False,False,False,False,False
FDL51,0.9612980053587377,1,0.15271479020233436,4,0.7839509945738171,OUT035,2004,2,1,1,3430.2016,False,False,False,False,False,False,True,False,False,False
NCM29,0.4135159273593331,0,0.04964366556093985,8,0.4268815068353604,OUT046,1997,2,0,1,2885.5772,False,False,False,False,False,False,False,False,True,False
FDB29,0.7231318844894312,1,0.1701814484905202,5,0.3485915014702986,OUT018,2009,1,2,2,1488.7288,False,False,False,True,False,False,False,False,False,False
FDS25,0.13873176540637094,1,0.4563750884553248,3,0.34309570862960026,OUT018,2009,1,2,2,663.1368,False,False,False,True,False,False,False,False,False,False
FDR36,0.1286097052694254,1,0.6479118070598655,0,0.041406902593566025,OUT010,1998,2,2,0,251.6724,True,False,False,False,False,False,False,False,False,False
FDQ27,0.0378088716880024,1,0.1419364598292836,10,0.30818969908114824,OUT049,1999,1,0,1,2889.572,False,False,False,False,False,False,False,False,False,True
FDZ22,0.28818100625186066,0,0.1460475614937194,13,0.22128758090037962,OUT017,2007,2,1,1,1498.05,False,False,True,False,False,False,False,False,False,False
FDB02,0.30604346531705867,1,0.0897117665862877,3,0.615653586781574,OUT013,1987,0,2,1,3528.74,False,True,False,False,False,False,False,False,False,False
FDZ34,0.1274188746650789,0,0.24810703605347761,15,0.6909724344477721,OUT046,1997,2,0,1,3861.64,False,False,False,False,False,False,False,False,True,False
FDL46,0.9404584697826734,0,0.1749943852350185,13,0.37460610937935057,OUT035,2004,2,1,1,353.5398,False,False,False,False,False,False,True,False,False,False
FDN38,0.12265555224769276,1,0.30100154069387125,3,0.9310368831027716,OUT035,2004,2,1,1,4756.4752,False,False,False,False,False,False,True,False,False,False
FDK04,0.16701399225960106,0,0.1694798695181203,5,0.1072536995157862,OUT045,2002,2,1,1,801.6232,False,False,False,False,False,False,False,True,False,False
NCF31,0.27240250074426914,0,0.16826143947128927,9,0.5064227940427439,OUT018,2009,1,2,2,1821.6288,False,False,False,True,False,False,False,False,False,False
FDV59,0.5236677582613873,0,0.26302196775192127,1,0.7976565205875762,OUT010,1998,2,2,0,1524.0162,True,False,False,False,False,False,False,False,False,False
FDU13,0.226257814825841,0,0.6002189582560032,3,0.4879141793832217,OUT035,2004,2,1,1,4414.254,False,False,False,False,False,False,True,False,False,False
FDV14,0.9106877046740103,0,0.14241119872285796,4,0.2440407065582789,OUT013,1987,0,2,1,1142.5128,False,True,False,False,False,False,False,False,False,False
FDR09,0.8154212563262877,0,0.2547427668346036,13,0.9626814104000707,OUT045,2002,2,1,1,1035.9848,False,False,False,False,False,False,False,True,False,False
DRP47,0.666567430782971,0,0.4560855999312499,7,0.9399393204707673,OUT013,1987,0,2,1,3280.3966,False,True,False,False,False,False,False,False,False,False
FDC23,0.8005358737719559,0,0.050824194158159856,15,0.6242767353258766,OUT018,2009,1,2,2,3199.8348,False,False,False,True,False,False,False,False,False,False
FDU33,0.18309020541827925,1,0.4386344688094571,13,0.06642744602679815,OUT049,1999,1,0,1,780.9834,False,False,False,False,False,False,False,False,False,True
FDS27,0.33581423042572195,1,0.031393053487285716,10,0.7059513137610443,OUT013,1987,0,2,1,2553.343,False,True,False,False,False,False,False,False,False,False
DRO59,0.43137838642453114,0,0.1757297805300108,7,0.18553266915225233,OUT045,2002,2,1,1,834.9132,False,False,False,False,False,False,False,True,False,False
FDD48,0.3477225364691872,0,0.09345184485022902,0,0.35410936576818863,OUT045,2002,2,1,1,2748.4224,False,False,False,False,False,False,False,True,False,False
FDL33,0.15957130098243527,0,0.326790772328829,13,0.6954851985412465,OUT013,1987,0,2,1,1761.7068,False,True,False,False,False,False,False,False,False,False
NCK30,0.6129800535873771,0,0.1992061992846243,9,0.9413468003178289,OUT018,2009,1,2,2,2283.0282,False,False,False,True,False,False,False,False,False,False
NCP42,0.23548675200952657,0,0.08647981781082038,9,0.697194038669193,OUT019,1985,2,0,0,387.4956,False,False,False,False,True,False,False,False,False,False
FDP11,0.6725215838047036,0,0.22687188118621093,1,0.7934120095891993,OUT017,2007,2,1,1,4789.7652,False,False,True,False,False,False,False,False,False,False
FDV52,0.9612980053587377,1,0.3978548015593895,5,0.3669659895822722,OUT018,2009,1,2,2,2828.3184,False,False,False,True,False,False,False,False,False,False
FDW33,0.28818100625186066,0,0.3243296975559536,13,0.322319676194745,OUT046,1997,2,0,1,2024.032,False,False,False,False,False,False,False,False,True,False
FDR19,0.5325989877939863,1,0.5164939876566894,6,0.49372236823340054,OUT049,1999,1,0,1,1603.9122,False,False,False,False,False,False,False,False,False,True
FDW31,0.40458469782673406,1,0.13724696163704914,6,0.7142841377530578,OUT027,1985,1,2,3,3981.484,False,False,False,False,False,True,False,False,False,False
DRJ51,0.5683239059243823,0,0.28862769464975163,4,0.8530482380185943,OUT045,2002,2,1,1,4146.6024,False,False,False,False,False,False,False,True,False,False
FDU35,0.11223578445966065,0,0.25788306425337476,1,0.2872685043701485,OUT027,1985,1,2,3,3395.58,False,False,False,False,False,True,False,False,False,False
FDT37,0.5713009824352486,0,0.11086893645835208,3,0.9486965955626185,OUT035,2004,2,1,1,2040.0112,False,False,False,False,False,False,True,False,False,False
FDK56,0.30604346531705867,0,0.42279521664306796,6,0.6540782959476805,OUT013,1987,0,2,1,3554.7062,False,True,False,False,False,False,False,False,False,False
FDY24,0.019350997320631114,1,0.4358611881590829,0,0.09354817350202718,OUT018,2009,1,2,2,539.298,False,False,False,True,False,False,False,False,False,False
FDS02,0.33581423042572195,1,0.4728726832453527,4,0.6909613987191764,OUT046,1997,2,0,1,3901.588,False,False,False,False,False,False,False,False,True,False
FDP39,0.48198868710925874,0,0.3963873175659522,10,0.09525701362997371,OUT019,1985,2,0,0,311.5944,False,False,False,False,True,False,False,False,False,False
NCG07,0.4611491515331944,0,0.3009030561047822,9,0.6725979463357985,OUT019,1985,2,0,0,189.753,False,False,False,False,True,False,False,False,False,False
FDP58,0.3896993152724025,0,0.7446891892734577,13,0.7909994295377218,OUT019,1985,2,0,0,219.0482,False,False,False,False,True,False,False,False,False,False
FDP46,0.6427508186960404,0,0.24371221595532372,13,0.25718765492465145,OUT013,1987,0,2,1,2606.607,False,True,False,False,False,False,False,False,False,False
FDZ34,0.1274188746650789,0,0.24805947484225316,15,0.6824834124510184,OUT035,2004,2,1,1,6757.87,False,False,False,False,False,False,True,False,False,False
FDZ57,0.3242036320333432,1,0.12020747968366938,13,0.41345526964529467,OUT017,2007,2,1,1,642.497,False,False,True,False,False,False,False,False,False,False
FDH34,0.24263173563560586,0,0.09664813806881545,13,0.6480018540024042,OUT049,1999,1,0,1,5386.9878,False,False,False,False,False,False,False,False,False,True
FDF35,0.6219112831199762,0,0.5007527460674259,15,0.31793000292022355,OUT017,2007,2,1,1,4073.3644,False,False,True,False,False,False,False,False,False,False
FDR20,0.919618934206609,1,0.08658571977640213,6,0.0640259017039165,OUT018,2009,1,2,2,181.0976,False,False,False,True,False,False,False,False,False,False
FDX56,0.7469484965763622,1,0.2408811185051486,6,0.7464982784263391,OUT027,1985,1,2,3,7247.233,False,False,False,False,False,True,False,False,False,False
FDR40,0.27061625483774926,1,0.015789319998273262,5,0.21168140360885304,OUT013,1987,0,2,1,2255.7304,False,True,False,False,False,False,False,False,False,False
NCE30,0.6814528133373028,0,0.3248798873680524,9,0.7758974594054969,OUT049,1999,1,0,1,1486.7314,False,False,False,False,False,False,False,False,False,True
DRI37,0.6725215838047036,0,0.5778462754468805,14,0.11078343486203643,OUT010,1998,2,2,0,117.1808,True,False,False,False,False,False,False,False,False,False
FDW48,0.8005358737719559,0,0.017457994700554123,0,0.21253030580852847,OUT027,1985,1,2,3,1530.6742,False,False,False,False,False,True,False,False,False,False
NCC18,0.8660315570110153,0,0.5703822241415273,9,0.6054888318426611,OUT045,2002,2,1,1,2414.1908,False,False,False,False,False,False,False,True,False,False
FDH02,0.16165525454004165,1,0.060922822683672405,3,0.250251275051104,OUT018,2009,1,2,2,814.9392,False,False,False,True,False,False,False,False,False,False
NCZ30,0.1211670139922596,0,0.07943962711244769,9,0.3795433245726626,OUT035,2004,2,1,1,2530.7058,False,False,False,False,False,False,True,False,False,False
FDI45,0.5087823757070555,0,0.119370467648268,6,0.6053326338379208,OUT018,2009,1,2,2,3677.2134,False,False,False,True,False,False,False,False,False,False
FDK41,0.5802322119678476,0,0.41504032085893205,5,0.23570788256626532,OUT013,1987,0,2,1,852.224,False,True,False,False,False,False,False,False,False,False
FDQ07,0.6278654361417089,1,0.28728558267945764,6,0.807541986702796,OUT018,2009,1,2,2,2873.5928,False,False,False,True,False,False,False,False,False,False
NCE06,0.07561774337600474,0,0.4953975621470275,9,0.5568772962804501,OUT010,1998,2,2,0,323.5788,True,False,False,False,False,False,False,False,False,False
FDF11,0.33581423042572195,1,0.049856785700877725,15,0.8835535385639293,OUT018,2009,1,2,2,3605.307,False,False,False,True,False,False,False,False,False,False
FDU51,0.9315272402500745,1,0.31559972946637205,10,0.6248463487018588,OUT013,1987,0,2,1,4604.6728,False,True,False,False,False,False,False,False,False,False
NCH06,0.4611491515331944,0,0.4172562972572911,9,0.9212965792636962,OUT010,1998,2,2,0,985.384,True,False,False,False,False,False,False,False,False,False
FDD38,0.7261089610002978,1,0.01634547836898644,3,0.29701984393781966,OUT013,1987,0,2,1,1528.011,False,True,False,False,False,False,False,False,False,False
FDU07,0.3896993152724025,0,0.19456560794928723,6,0.5044457008197,OUT046,1997,2,0,1,1813.6392,False,False,False,False,False,False,False,False,True,False
FDK08,0.2762727002083954,1,0.39937740004517186,6,0.2920715930159119,OUT049,1999,1,0,1,1416.8224,False,False,False,False,False,False,False,False,False,True
FDW15,0.6427508186960404,1,0.1777001326490132,10,0.49271726802898497,OUT027,1985,1,2,3,3266.4148,False,False,False,False,False,True,False,False,False,False
FDE21,0.4909199166418577,0,0.06830228399980261,6,0.36697702531086807,OUT049,1999,1,0,1,1274.3412,False,False,False,False,False,False,False,False,False,True
FDX28,0.10538850848466808,0,0.4078172733544238,5,0.28826256884596846,OUT035,2004,2,1,1,1388.8588,False,False,False,False,False,False,True,False,False,False
NCR50,0.9315272402500745,0,0.028979587892760526,9,0.5188660024855857,OUT027,1985,1,2,3,7503.566,False,False,False,False,False,True,False,False,False,False
FDL27,0.0961595713009824,0,0.025140376454983022,10,0.1366418447663482,OUT018,2009,1,2,2,774.9912,False,False,False,True,False,False,False,False,False,False
FDK14,0.14438821077701697,0,0.1309115813060034,3,0.2139377856555902,OUT035,2004,2,1,1,818.934,False,False,False,False,False,False,True,False,False,False
NCB07,0.8719857100327477,0,0.2522603806812452,9,0.7051024115613689,OUT027,1985,1,2,3,5892.33,False,False,False,False,False,True,False,False,False,False
NCR53,0.45221792200059546,0,0.47021402184102884,8,0.8223757037399236,OUT035,2004,2,1,1,4950.8888,False,False,False,False,False,False,True,False,False,False
FDB60,0.28252456088121464,0,0.08812918406595914,0,0.6983222296925616,OUT017,2007,2,1,1,3693.8584,False,False,True,False,False,False,False,False,False,False
FDW48,0.8005358737719559,0,0.01765120453862125,0,0.20404128381177464,OUT049,1999,1,0,1,805.618,False,False,False,False,False,False,False,False,False,True
FDR55,0.45221792200059546,1,0.4296339520784542,6,0.6634051844155139,OUT035,2004,2,1,1,4349.0056,False,False,False,False,False,False,True,False,False,False
FDO22,0.5325989877939863,1,0.050531813958933906,13,0.2046108971877568,OUT045,2002,2,1,1,1597.92,False,False,False,False,False,False,False,True,False,False
FDL48,0.8809169395653469,1,0.27075215095437355,0,0.07603362331832475,OUT017,2007,2,1,1,777.6544,False,False,True,False,False,False,False,False,False,False
NCZ05,0.2339982137540934,0,0.18862777478704212,8,0.30521854138228444,OUT013,1987,0,2,1,722.393,False,True,False,False,False,False,False,False,False,False
FDO25,0.10389997022923486,0,0.41508285333415,3,0.7607734178160802,OUT046,1997,2,0,1,6291.81,False,False,False,False,False,False,False,False,True,False
FDF47,0.9702292348913368,0,0.31918769443825395,15,0.8237942193155811,OUT013,1987,0,2,1,3365.619,False,True,False,False,False,False,False,False,False,False
FDY40,0.6516820482286394,1,0.46602777695555114,5,0.07291730334331645,OUT010,1998,2,2,0,49.2692,True,False,False,False,False,False,False,False,False,False
FDR25,0.7409943435546293,1,0.45395412789253,3,0.9953310379017857,OUT045,2002,2,1,1,3974.826,False,False,False,False,False,False,False,True,False,False
FDD59,0.35397439714200657,1,0.21474304062898864,15,0.21479772358386137,OUT027,1985,1,2,3,1677.816,False,False,False,False,False,True,False,False,False,False
FDX38,0.35397439714200657,1,0.1550445569784177,4,0.07448098119511848,OUT013,1987,0,2,1,671.1264,False,True,False,False,False,False,False,False,False,False
FDE26,0.28252456088121464,0,0.29135804718329983,3,0.478308002091695,OUT046,1997,2,0,1,2745.0934,False,False,False,False,False,False,False,False,True,False
FDH48,0.5325989877939863,0,0.3462377909211847,0,0.23329530251478794,OUT019,1985,2,0,0,519.324,False,False,False,False,True,False,False,False,False,False
NCK29,0.0631140220303662,0,0.4094331312743192,8,0.3912717573633777,OUT013,1987,0,2,1,1231.73,False,True,False,False,False,False,False,False,False,False
NCF54,0.8005358737719559,0,0.15235613093739808,9,0.5936042010472058,OUT046,1997,2,0,1,2931.5174,False,False,False,False,False,False,False,False,True,False
FDI38,0.5236677582613873,1,0.03720705906760302,3,0.7456493762266637,OUT017,2007,2,1,1,7247.233,False,False,True,False,False,False,False,False,False,False
FDJ07,0.16105983923786837,0,0.03810025158933959,10,0.3574939388382944,OUT027,1985,1,2,3,1631.21,False,False,False,False,False,True,False,False,False,False
FDS55,0.14676987198571,0,0.2770266037582461,6,0.49611287682768634,OUT018,2009,1,2,2,890.8404,False,False,False,True,False,False,False,False,False,False
NCX53,0.9255730872283419,0,0.07534625887513637,8,0.4631839605022785,OUT010,1998,2,2,0,567.2616,True,False,False,False,False,False,False,False,False,False
NCP55,0.6010717475439118,0,0.022056888356915095,11,0.09580455554876435,OUT035,2004,2,1,1,1105.228,False,False,False,False,False,False,True,False,False,False
FDV04,0.1947008038106579,1,0.48575902337838567,5,0.5358219750219017,OUT046,1997,2,0,1,942.7728,False,False,False,False,False,False,False,False,True,False
FDV40,0.7618338791306938,0,0.03928879636600731,5,0.18172364498230895,OUT046,1997,2,0,1,960.7494,False,False,False,False,False,False,False,False,True,False
NCN30,0.7022923489133672,0,0.047611167142551925,9,0.2837498047524941,OUT018,2009,1,2,2,1544.656,False,False,False,True,False,False,False,False,False,False
FDT57,0.6338195891634415,0,0.054897333897133326,13,0.8753658768480601,OUT017,2007,2,1,1,3318.3472,False,False,True,False,False,False,False,False,False,False
FDI52,0.8422149449240846,0,0.3430022150829187,5,0.38250344654293067,OUT045,2002,2,1,1,3185.1872,False,False,False,False,False,False,False,True,False,False
FDT57,0.6338195891634415,0,0.05446510688077256,13,0.8804592900461123,OUT013,1987,0,2,1,1659.1736,False,True,False,False,False,False,False,False,False,False
FDK33,0.791604644239357,0,0.027111901063307464,13,0.7651410196334102,OUT035,2004,2,1,1,5752.512,False,False,False,False,False,False,True,False,False,False
FDQ39,0.610002977076511,0,0.2651319445591516,10,0.6740054261828603,OUT035,2004,2,1,1,4586.0304,False,False,False,False,False,False,True,False,False,False
FDR23,0.6725215838047036,0,0.2681874313065854,1,0.6152291356817364,OUT045,2002,2,1,1,2646.555,False,False,False,False,False,False,False,True,False,False
FDX47,0.1187853527835665,1,0.19705736828601025,1,0.5328508173230379,OUT019,1985,2,0,0,471.3864,False,False,False,False,True,False,False,False,False,False
DRP35,0.8511461744566837,0,0.2973928987678327,7,0.40468695882484773,OUT035,2004,2,1,1,1150.5024,False,False,False,False,False,False,True,False,False,False
FDU26,0.7231318844894312,1,0.23301555717334063,4,0.3781358447256009,OUT010,1998,2,2,0,119.1782,True,False,False,False,False,False,False,False,False,False
FDR39,0.9404584697826734,0,0.27469537745133976,10,0.6415119966858859,OUT049,1999,1,0,1,4925.5884,False,False,False,False,False,False,False,False,False,True
FDV48,0.2762727002083954,1,0.2828013070616893,0,0.20277896624085737,OUT010,1998,2,2,0,157.1288,True,False,False,False,False,False,False,False,False,False
NCG18,0.6397737421851741,0,0.06862001424336726,9,0.2994213882607013,OUT018,2009,1,2,2,1025.332,False,False,False,True,False,False,False,False,False,False
NCD42,0.711223578445966,0,0.03202547382166474,8,0.03166659875449068,OUT013,1987,0,2,1,759.012,False,True,False,False,False,False,False,False,False,False
FDP59,0.9702292348913368,1,0.3093448002806494,1,0.3110156945038677,OUT010,1998,2,2,0,207.7296,True,False,False,False,False,False,False,False,False,False
FDF34,0.28252456088121464,1,0.03668598783502542,13,0.7157026533287153,OUT027,1985,1,2,3,5753.8436,False,False,False,False,False,True,False,False,False,False
DRD15,0.3599285501637392,0,0.18424791804421123,4,0.8517638489904855,OUT035,2004,2,1,1,2091.2778,False,False,False,False,False,False,True,False,False,False
FDP03,0.03542721047930936,1,0.1990385396143464,10,0.38433537748983015,OUT046,1997,2,0,1,3219.8088,False,False,False,False,False,False,False,False,True,False
FDO20,0.493896993152724,1,0.4922152823431572,6,0.9395148693709297,OUT035,2004,2,1,1,3532.7348,False,False,False,False,False,False,True,False,False,False
NCY30,0.9345043167609408,0,0.07863436059294664,9,0.6316154948420702,OUT035,2004,2,1,1,3440.8544,False,False,False,False,False,False,True,False,False,False
DRH37,0.7767192616850254,0,0.13256816566931354,14,0.5605411581742491,OUT013,1987,0,2,1,3453.5046,False,True,False,False,False,False,False,False,False,False
FDT10,0.7231318844894312,1,0.339641668880815,13,0.1170050390834573,OUT010,1998,2,2,0,59.2562,True,False,False,False,False,False,False,False,False,False
FDF35,0.6219112831199762,0,0.49902690407886935,15,0.3170811007205482,OUT045,2002,2,1,1,428.7752,False,False,False,False,False,False,False,True,False,False
FDG10,0.12354867520095264,1,0.026068203426516688,13,0.10428254181692237,OUT035,2004,2,1,1,801.6232,False,False,False,False,False,False,True,False,False,False
FDK03,0.4790116105983923,1,0.24042151492593555,4,0.9492662089386006,OUT027,1985,1,2,3,8138.7392,False,False,False,False,False,True,False,False,False,False
FDG20,0.6516820482286394,1,0.4095077638449076,6,0.6235729954023457,OUT046,1997,2,0,1,1416.8224,False,False,False,False,False,False,False,False,True,False
NCL07,0.5534385233700505,0,0.09679757840920938,11,0.03505117182459644,OUT027,1985,1,2,3,759.012,False,False,False,False,False,True,False,False,False,False
DRD49,0.31795177136052394,0,0.5405844290461177,14,0.8750755522957712,OUT046,1997,2,0,1,715.0692,False,False,False,False,False,False,False,False,True,False
NCG55,0.6963381958916344,0,0.1074160928379112,9,0.35623162126737706,OUT017,2007,2,1,1,3206.4928,False,False,True,False,False,False,False,False,False,False
FDR19,0.5325989877939863,1,0.5185075963214961,6,0.4911756616343744,OUT017,2007,2,1,1,2770.3938,False,False,True,False,False,False,False,False,False,False
NCM54,0.782673414706758,0,0.16443155230685805,9,0.41544339859693447,OUT035,2004,2,1,1,1780.3492,False,False,False,False,False,False,True,False,False,False
FDZ44,0.2161357546888955,0,0.22125923254057084,6,0.36880895625776744,OUT019,1985,2,0,0,234.3616,False,False,False,False,True,False,False,False,False,False
FDR28,0.5534385233700505,1,0.07896324322536484,5,0.551493558530109,OUT017,2007,2,1,1,1794.331,False,False,True,False,False,False,False,False,False,False
FDB51,0.14081571896397738,0,0.12238103809694079,4,0.12816385849819015,OUT018,2009,1,2,2,1314.2892,False,False,False,True,False,False,False,False,False,False
DRJ59,0.4224471568919321,0,0.05570139664503252,7,0.03958600737526233,OUT046,1997,2,0,1,308.9312,False,False,False,False,False,False,False,False,True,False
FDZ43,0.38374516225066985,1,0.1859544160514477,6,0.8975493891299773,OUT018,2009,1,2,2,1938.8096,False,False,False,True,False,False,False,False,False,False
NCC54,0.7856504912176243,0,0.3203965444873396,8,0.8948685559834022,OUT045,2002,2,1,1,4097.3332,False,False,False,False,False,False,False,True,False,False
FDQ11,0.06787734444775234,1,0.22085356361664088,1,0.966088054927368,OUT035,2004,2,1,1,5396.9748,False,False,False,False,False,False,True,False,False,False
DRH03,0.7558797261089609,0,0.11067483769755451,4,0.26410196334100744,OUT018,2009,1,2,2,1491.392,False,False,False,True,False,False,False,False,False,False
FDX38,0.35397439714200657,1,0.2640162118384973,4,0.06556750809852699,OUT010,1998,2,2,0,47.9376,True,False,False,False,False,False,False,False,False,False
DRH36,0.693361119380768,0,0.10460847641330692,14,0.18115403160632673,OUT045,2002,2,1,1,894.8352,False,False,False,False,False,False,False,True,False,False
NCB06,0.7767192616850254,0,0.2709696259493556,8,0.552643821010669,OUT017,2007,2,1,1,3515.424,False,False,True,False,False,False,False,False,False,False
FDR33,0.1640369157487347,0,0.08208142130881403,13,0.3275361802117501,OUT017,2007,2,1,1,2306.997,False,False,True,False,False,False,False,False,False,False
FDE47,0.5713009824352486,0,0.11986142160485874,15,0.3935281394101149,OUT013,1987,0,2,1,1618.5598,False,True,False,False,False,False,False,False,False,False
FDA10,0.9404584697826734,0,0.4580955656044601,13,0.38335234874260604,OUT027,1985,1,2,3,3430.2016,False,False,False,False,False,True,False,False,False,False
DRI01,0.20333432569217025,0,0.10797677263950392,14,0.5965753587460696,OUT013,1987,0,2,1,2069.3064,False,True,False,False,False,False,False,False,False,False
NCJ54,0.31795177136052394,0,0.19530629128988378,9,0.8462459846925956,OUT046,1997,2,0,1,4647.284,False,False,False,False,False,False,False,False,True,False
FDT14,0.3655849955343852,1,0.4159623356444283,4,0.3813862912481579,OUT046,1997,2,0,1,1917.504,False,False,False,False,False,False,False,False,True,False
DRL49,0.5117594522179221,0,0.184123143080778,14,0.4800168422196416,OUT017,2007,2,1,1,284.9624,False,False,True,False,False,False,False,False,False,False
NCI18,0.8213754093480203,0,0.03704109049282713,9,0.8182763550176911,OUT045,2002,2,1,1,1346.2476,False,False,False,False,False,False,False,True,False,False
FDC38,0.6635903542721047,0,0.3999795364016547,3,0.4287134377822599,OUT049,1999,1,0,1,2252.4014,False,False,False,False,False,False,False,False,False,True
FDS56,0.0732360821673117,1,0.12277208680869464,6,0.9874226650096096,OUT013,1987,0,2,1,6033.4796,False,True,False,False,False,False,False,False,False,False
FDX19,0.8660315570110153,0,0.31706589633126586,6,0.8586891931354372,OUT049,1999,1,0,1,2336.958,False,False,False,False,False,False,False,False,False,True
FDU36,0.09496874069663591,0,0.14443498771468652,0,0.2922277910206521,OUT027,1985,1,2,3,2956.152,False,False,False,False,False,True,False,False,False,False
FDO44,0.4790116105983923,0,0.28603133276694753,6,0.3329088822334957,OUT013,1987,0,2,1,1547.3192,False,True,False,False,False,False,False,False,False,False
FDG57,0.6040488240547781,0,0.23757955459515617,6,0.07730697661783781,OUT017,2007,2,1,1,291.6204,False,False,True,False,False,False,False,False,False,False
