URL,区域,房源维护时间,房源编号,租赁方式,房屋类型,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
https://bj.lianjia.com/zufang/BJ2496283069595009024.html,朝阳 东坝 朝阳新城六区,2020-04-21,BJ2496283069595009024,整租,2室1厅1卫 86㎡ 精装修,2室1厅1卫,86㎡,精装修,张玲,86㎡,南,1天前,随时入住,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2496324820644937728.html,东城 崇文门 兴隆都市馨园,2020-04-14,BJ2496324820644937728,整租,1室0厅1卫 28㎡,1室0厅1卫,28㎡,#,闻爱清,28㎡,北,8天前,随时入住,高楼层/7层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2497071862224257024.html,朝阳 北苑 旭辉奥都,2020-04-14,BJ2497071862224257024,整租,1房间1卫 49㎡ 精装修,1房间1卫,49㎡,精装修,谢婉莹,49㎡,西,8天前,2020-05-10,中楼层/19层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2496205573008670720.html,东城 崇文门 兴隆都市馨园,2020-04-11,BJ2496205573008670720,整租,1室0厅1卫 39㎡ 精装修,1室0厅1卫,39㎡,精装修,史思雨,39㎡,北,11天前,随时入住,低楼层/7层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,5200,5200,0,5200,
https://bj.lianjia.com/zufang/BJ2497045433629810688.html,房山 良乡 首开熙悦睿府书香,2020-04-15,BJ2497045433629810688,整租,2房间1卫 50㎡,2房间1卫,50㎡,#,王硕,50㎡,南,7天前,随时入住,低楼层/15层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,2300,2300,0,2300,
https://bj.lianjia.com/zufang/BJ2496994403638853632.html,昌平 沙河 北街家园五区,2020-04-17,BJ2496994403638853632,整租,1房间1卫 19㎡,1房间1卫,19㎡,#,李英,19㎡,北,5天前,随时入住,低楼层/28层,有,暂无数据,商水,商电,无,自采暖,2年以内,需提前预约,需咨询,1200,1200,0,1200,
https://bj.lianjia.com/zufang/BJ2496463410196119552.html,西城 广安门 荣丰2008,2020-04-18,BJ2496463410196119552,整租,1室0厅1卫 26㎡,1室0厅1卫,26㎡,#,申佳宁,26㎡,东,4天前,随时入住,中楼层/26层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3700,3700,0,3700,
https://bj.lianjia.com/zufang/BJ2404830589422411776.html,石景山 苹果园 青年公寓,2020-04-15,BJ2404830589422411776,整租,1室0厅1卫 45㎡,1室0厅1卫,45㎡,#,刘朋迁,45㎡,南,7天前,随时入住,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2485272363390730240.html,朝阳 甘露园 天天朝阳,2020-04-14,BJ2485272363390730240,整租,1室0厅1卫 38㎡,1室0厅1卫,38㎡,#,蔡飞飞,38㎡,东,8天前,随时入住,高楼层/16层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2490533312855556096.html,朝阳 定福庄 花园闸小区,2020-04-06,BJ2490533312855556096,整租,1室1厅1卫 43㎡,1室1厅1卫,43㎡,#,马仁燕,43㎡,南,16天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,4100,4100,0,4100,
https://bj.lianjia.com/zufang/BJ2368605952329908224.html,昌平 东关 清秀园北区,2020-04-14,BJ2368605952329908224,整租,1室0厅1卫 60㎡,1室0厅1卫,60㎡,#,赵月,60㎡,东,8天前,随时入住,低楼层/19层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2490667286432579584.html,朝阳 豆各庄 富力又一城C区,2020-04-13,BJ2490667286432579584,整租,1室0厅1卫 47㎡ 精装修,1室0厅1卫,47㎡,精装修,陈新盛,47㎡,南,9天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,无,自采暖,1年以内,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2392771541009448960.html,朝阳 双桥 金隅可乐,2020-04-05,BJ2392771541009448960,整租,1房间1卫 54㎡,1房间1卫,54㎡,#,宋刘江,54㎡,西,17天前,随时入住,低楼层/19层,有,暂无数据,商水,商电,无,集中供暖,1年以内,需提前预约,需咨询,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2410910239554805760.html,丰台 马家堡 7克拉,2020-04-12,BJ2410910239554805760,整租,1房间1卫 32㎡,1房间1卫,32㎡,#,戚永杰,32㎡,东,10天前,随时入住,低楼层/13层,有,租用车位,民水,民电,无,集中供暖,3年以上,需提前预约,季付,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2472372554116112384.html,亦庄开发区 亦庄 上海沙龙,2020-04-15,BJ2472372554116112384,整租,1室0厅1卫 43㎡,1室0厅1卫,43㎡,#,徐芳婷,43㎡,东,7天前,随时入住,低楼层/9层,有,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2464273580045631488.html,朝阳 百子湾 金都心语,2020-04-08,BJ2464273580045631488,整租,1房间1卫 50㎡ 精装修,1房间1卫,50㎡,精装修,高晓娜,50㎡,东,14天前,随时入住,中楼层/22层,有,租用车位,商水,商电,无,集中供暖,2年以内,需提前预约,季付,4900,4900,0,4900,
https://bj.lianjia.com/zufang/BJ2492820446970650624.html,丰台 北京南站 世纪金色嘉园,2020-04-14,BJ2492820446970650624,整租,1室0厅1卫 24㎡,1室0厅1卫,24㎡,#,靳羽笙,24㎡,南,8天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,3900,3900,0,3900,
https://bj.lianjia.com/zufang/BJ2470818132756283392.html,东城 朝阳门内 禄米仓胡同,2020-04-08,BJ2470818132756283392,整租,1室0厅1卫 30㎡ 精装修,1室0厅1卫,30㎡,精装修,陈博,30㎡,东,14天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,无,自采暖,1年以内,需提前预约,季付,4900,4900,0,4900,
https://bj.lianjia.com/zufang/BJ2430438363149910016.html,朝阳 管庄 烟厂宿舍,2020-04-12,BJ2430438363149910016,整租,2室0厅1卫 55㎡,2室0厅1卫,55㎡,#,孟凯琦,55㎡,南 北,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2492820446970650624.html,丰台 北京南站 世纪金色嘉园,2020-04-14,BJ2492820446970650624,整租,1室0厅1卫 24㎡,1室0厅1卫,24㎡,#,靳羽笙,24㎡,南,8天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,3900,3900,0,3900,
https://bj.lianjia.com/zufang/BJ2331581842299830272.html,朝阳 豆各庄 恒大领寓,2020-04-10,BJ2331581842299830272,整租,1室0厅1卫 55㎡ 精装修,1室0厅1卫,55㎡,精装修,孙涛,55㎡,西,12天前,随时入住,中楼层/13层,有,租用车位,民水,商电,无,集中供暖,3年以上,需提前预约,季付,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2433252733231570944.html,朝阳 甘露园 天天朝阳,2020-04-15,BJ2433252733231570944,整租,1室0厅1卫 38㎡ 精装修,1室0厅1卫,38㎡,精装修,蔡飞飞,38㎡,东,7天前,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2470818132756283392.html,东城 朝阳门内 禄米仓胡同,2020-04-08,BJ2470818132756283392,整租,1室0厅1卫 30㎡ 精装修,1室0厅1卫,30㎡,精装修,任兵,30㎡,东,14天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,无,自采暖,1年以内,需提前预约,季付,4900,4900,0,4900,
https://bj.lianjia.com/zufang/BJ2368605952329908224.html,昌平 东关 清秀园北区,2020-04-14,BJ2368605952329908224,整租,1室0厅1卫 60㎡,1室0厅1卫,60㎡,#,赵月,60㎡,东,8天前,随时入住,低楼层/19层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2430190756313972736.html,丰台 马家堡 东亚三环,2020-04-12,BJ2430190756313972736,整租,1房间1卫 35㎡,1房间1卫,35㎡,#,李齐才,35㎡,南,10天前,随时入住,低楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2483297334633701376.html,房山 长阳 合景领峰,2020-04-10,BJ2483297334633701376,整租,2房间1卫 78㎡,2房间1卫,78㎡,#,张宝强,78㎡,北,12天前,随时入住,高楼层/10层,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖,1年以内,需提前预约,需咨询,2200,2200,0,2200,
https://bj.lianjia.com/zufang/BJ2481824534613721088.html,丰台 马家堡 7克拉,2020-04-13,BJ2481824534613721088,整租,1房间1卫 27㎡,1房间1卫,27㎡,#,丁子君,27㎡,南,9天前,随时入住,中楼层/13层,有,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,需咨询,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2429461587577544704.html,朝阳 石佛营 炫特嘉园三期,2020-04-15,BJ2429461587577544704,整租,1室0厅1卫 41㎡ 精装修,1室0厅1卫,41㎡,精装修,方登君,41㎡,北,7天前,随时入住,中楼层/18层,有,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2434775164224020480.html,朝阳 北苑 美立方,2020-04-12,BJ2434775164224020480,整租,1房间1卫 38㎡ 精装修,1房间1卫,38㎡,精装修,刘瑞欢,38㎡,东北,10天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4900,4900,0,4900,
https://bj.lianjia.com/zufang/BJ2471028233404162048.html,昌平 东关 清秀园北区,2020-04-14,BJ2471028233404162048,整租,1室0厅1卫 34㎡,1室0厅1卫,34㎡,#,魏子伟,34㎡,南,8天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2299292842595721216.html,通州 乔庄 柳岸景园,2020-04-12,BJ2299292842595721216,整租,1室1厅1卫 50㎡,1室1厅1卫,50㎡,#,彭涛,50㎡,南,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2900,2900,0,2900,
https://bj.lianjia.com/zufang/BJ2487016760826396672.html,亦庄开发区 亦庄 东晶国际,2020-04-14,BJ2487016760826396672,整租,1室1厅1卫 36㎡,1室1厅1卫,36㎡,#,李跞博,36㎡,东,8天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2491343510662553600.html,朝阳 石佛营 炫特嘉园二期,2020-04-08,BJ2491343510662553600,整租,1室0厅1卫 41㎡ 精装修,1室0厅1卫,41㎡,精装修,方登君,41㎡,北,14天前,2020-05-01,中楼层/28层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2493403210086359040.html,朝阳 健翔桥 健翔国际公寓,2020-04-13,BJ2493403210086359040,整租,1室0厅1卫 33㎡,1室0厅1卫,33㎡,#,魏玉蒙,33㎡,西,9天前,随时入住,高楼层/13层,有,暂无数据,商水,民电,无,集中供暖,3年以内,需提前预约,需咨询,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2494810505940836352.html,朝阳 管庄 华龙美树,2020-04-10,BJ2494810505940836352,整租,1室0厅1卫 37㎡ 精装修,1室0厅1卫,37㎡,精装修,赵欣妍,37㎡,北,12天前,随时入住,高楼层/19层,有,暂无数据,民水,民电,有,自采暖,1年以内,需提前预约,季付,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2494318117057478656.html,朝阳 常营 北京像素南区,2020-04-09,BJ2494318117057478656,整租,1房间1卫 49㎡,1房间1卫,49㎡,#,杨明明,49㎡,北,13天前,随时入住,中楼层/23层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4100,4100,0,4100,
https://bj.lianjia.com/zufang/BJ2453551868157100032.html,东城 永定门 桃园南街10号院,2020-04-15,BJ2453551868157100032,整租,2室0厅1卫 60㎡,2室0厅1卫,60㎡,#,董妞妞,60㎡,南 北,7天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2428823573398831104.html,东城 东花市 本家润园二期,2020-04-12,BJ2428823573398831104,整租,1房间1卫 25㎡ 精装修,1房间1卫,25㎡,精装修,晋国莲,25㎡,北,10天前,随时入住,中楼层/9层,有,租用车位,暂无数据,暂无数据,无,自采暖,3年以上,需提前预约,季付,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2460095975499505664.html,大兴 天宫院 保利春天派,2020-04-11,BJ2460095975499505664,整租,2房间1卫 47㎡,2房间1卫,47㎡,#,张海潮,47㎡,东,11天前,随时入住,中楼层/12层,有,暂无数据,商水,商电,无,集中供暖,1年以内,需提前预约,需咨询,3100,3100,0,3100,
https://bj.lianjia.com/zufang/BJ2493575796611366912.html,朝阳 常营 常楹公元自由派,2020-04-17,BJ2493575796611366912,整租,1房间1卫 37㎡ 精装修,1房间1卫,37㎡,精装修,刘盟,37㎡,南,5天前,随时入住,高楼层/23层,有,暂无数据,商水,商电,无,集中供暖,2年以内,需提前预约,需咨询,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2491178938152796160.html,西城 广安门 荣丰2008,2020-04-17,BJ2491178938152796160,整租,1室0厅1卫 26㎡ 精装修,1室0厅1卫,26㎡,精装修,王雨婷,26㎡,北,5天前,2020-04-30,低楼层/20层,有,暂无数据,民水,民电,无,集中供暖,2年以内,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2455652254158962688.html,东城 东四 东四四条,2020-04-17,BJ2455652254158962688,整租,1室0厅1卫 21㎡,1室0厅1卫,21㎡,#,胡海洋,21㎡,西,5天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,无,自采暖,2年以内,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2348224950563258368.html,顺义 后沙峪 东亚创展国际,2020-04-17,BJ2348224950563258368,整租,1房间1卫 38㎡ 精装修,1房间1卫,38㎡,精装修,金晓磊,38㎡,西,5天前,随时入住,中楼层/15层,有,租用车位,商水,商电,无,集中供暖,1年以内,只能周末看房,季付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2485582952659165184.html,朝阳 立水桥 东方郁金香,2020-04-16,BJ2485582952659165184,整租,1房间1卫 44㎡ 精装修,1房间1卫,44㎡,精装修,赵永福,44㎡,西,6天前,随时入住,高楼层/14层,有,租用车位,民水,民电,无,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2490541151472320512.html,海淀 四季青 西荣阁,2020-04-16,BJ2490541151472320512,整租,1房间1卫 39㎡,1房间1卫,39㎡,#,柳相国,39㎡,北,6天前,随时入住,中楼层/13层,有,暂无数据,商水,商电,无,集中供暖,2年以内,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2417368068587266048.html,朝阳 立水桥 明天生活馆,2020-04-16,BJ2417368068587266048,整租,1房间1卫 41㎡,1房间1卫,41㎡,#,曲静,41㎡,西,6天前,随时入住,低楼层/17层,有,租用车位,商水,商电,无,集中供暖,2年以内,需提前预约,季付,3900,3900,0,3900,
https://bj.lianjia.com/zufang/BJ2423001753558990848.html,亦庄开发区 亦庄 锋创科技园,2020-04-16,BJ2423001753558990848,整租,1房间1卫 44㎡,1房间1卫,44㎡,#,于义峰,44㎡,南,6天前,随时入住,低楼层/15层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2421647666552512512.html,顺义 后沙峪 东亚创展国际,2020-04-18,BJ2421647666552512512,整租,1房间1卫 38㎡ 精装修,1房间1卫,38㎡,精装修,王维,38㎡,西,4天前,随时入住,高楼层/13层,有,免费使用,暂无数据,商电,无,集中供暖,2年以内,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2491178938152796160.html,西城 广安门 荣丰2008,2020-04-17,BJ2491178938152796160,整租,1室0厅1卫 26㎡ 精装修,1室0厅1卫,26㎡,精装修,王雨婷,26㎡,北,5天前,2020-04-30,低楼层/20层,有,暂无数据,民水,民电,无,集中供暖,2年以内,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2455652254158962688.html,东城 东四 东四四条,2020-04-17,BJ2455652254158962688,整租,1室0厅1卫 21㎡,1室0厅1卫,21㎡,#,胡海洋,21㎡,西,5天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,无,自采暖,2年以内,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2348224950563258368.html,顺义 后沙峪 东亚创展国际,2020-04-17,BJ2348224950563258368,整租,1房间1卫 38㎡ 精装修,1房间1卫,38㎡,精装修,金晓磊,38㎡,西,5天前,随时入住,中楼层/15层,有,租用车位,商水,商电,无,集中供暖,1年以内,只能周末看房,季付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2423001753558990848.html,亦庄开发区 亦庄 锋创科技园,2020-04-16,BJ2423001753558990848,整租,1房间1卫 44㎡,1房间1卫,44㎡,#,于义峰,44㎡,南,6天前,随时入住,低楼层/15层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2473751656907948032.html,东城 天坛 金鱼池西区,2020-04-19,BJ2473751656907948032,整租,1室0厅1卫 46㎡,1室0厅1卫,46㎡,#,李国盛,46㎡,东,3天前,随时入住,地下室/7层,无,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2492523515866529792.html,朝阳 成寿寺 中海城紫鑫阁,2020-04-20,BJ2492523515866529792,整租,1房间1卫 37㎡,1房间1卫,37㎡,#,蒋代利,37㎡,北,2天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,需咨询,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2493497431744839680.html,朝阳 立水桥 东方郁金香,2020-04-20,BJ2493497431744839680,整租,1房间1卫 42㎡,1房间1卫,42㎡,#,赵永福,42㎡,北,2天前,2020-05-05,中楼层/14层,有,暂无数据,民水,民电,无,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2460689518815625216.html,朝阳 石佛营 炫特嘉园三期,2020-04-19,BJ2460689518815625216,整租,1室0厅1卫 39㎡ 精装修,1室0厅1卫,39㎡,精装修,齐银香,39㎡,北,3天前,随时入住,高楼层/24层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2298444707870810112.html,东城 东四 西仓门胡同,2020-04-19,BJ2298444707870810112,整租,1室0厅1卫 15㎡,1室0厅1卫,15㎡,#,张文超,15㎡,东,3天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,暂无数据,暂无数据,2年以内,需提前预约,季付,3300,3300,0,3300,
https://bj.lianjia.com/zufang/BJ2493983001327697920.html,朝阳 双桥 金隅可乐,2020-04-19,BJ2493983001327697920,整租,1房间1卫 57㎡,1房间1卫,57㎡,#,高继禄,57㎡,南,3天前,随时入住,高楼层/19层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2492843834443309056.html,丰台 北京南站 世纪金色嘉园,2020-04-19,BJ2492843834443309056,整租,1室0厅1卫 26㎡,1室0厅1卫,26㎡,#,温碧环,26㎡,西北,3天前,2020-05-06,低楼层/28层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2383414487274766336.html,朝阳 立水桥 明天生活馆,2020-04-19,BJ2383414487274766336,整租,1房间1卫 43㎡ 精装修,1房间1卫,43㎡,精装修,雷茹,43㎡,西南,3天前,随时入住,中楼层/17层,有,租用车位,商水,商电,无,集中供暖,2年以内,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2472452295603273728.html,朝阳 双桥 北花园小区,2020-04-19,BJ2472452295603273728,整租,1室0厅1卫 52㎡ 精装修,1室0厅1卫,52㎡,精装修,孙尚楠,52㎡,南,3天前,随时入住,低楼层/9层,有,租用车位,民水,民电,暂无数据,暂无数据,1年以内,需提前预约,季付,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2436698264502796288.html,朝阳 酒仙桥 酒仙桥三街坊,2020-04-19,BJ2436698264502796288,整租,1室0厅1卫 32㎡ 精装修,1室0厅1卫,32㎡,精装修,张海平,32㎡,南,3天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2436901202009522176.html,东城 崇文门 兴隆都市馨园,2020-04-19,BJ2436901202009522176,整租,1室0厅1卫 29㎡ 精装修,1室0厅1卫,29㎡,精装修,曾园园,29㎡,东,3天前,随时入住,低楼层/7层,有,租用车位,民水,民电,无,集中供暖,1年以内,需提前预约,季付,5100,5100,0,5100,
https://bj.lianjia.com/zufang/BJ2421600287753519104.html,朝阳 双桥 北花园小区,2020-04-16,BJ2421600287753519104,整租,1室0厅1卫 52㎡ 精装修,1室0厅1卫,52㎡,精装修,于帅桐,52㎡,南,6天前,随时入住,低楼层/29层,有,免费使用,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2316622226360631296.html,大兴 黄村中 富强东里,2020-04-20,BJ2316622226360631296,整租,2室1厅1卫 45㎡,2室1厅1卫,45㎡,#,王文强,45㎡,南,2天前,随时入住,高楼层/5层,无,免费使用,暂无数据,暂无数据,有,集中供暖,3年以上,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2403551956737204224.html,东城 东直门 前永康一巷,2020-04-20,BJ2403551956737204224,整租,1室1厅1卫 18㎡,1室1厅1卫,18㎡,#,马洁,18㎡,北,2天前,随时入住,低楼层/1层,无,暂无数据,暂无数据,暂无数据,暂无数据,自采暖,3年以上,需提前预约,季付,3900,3900,0,3900,
https://bj.lianjia.com/zufang/BJ2490433166348140544.html,朝阳 方庄 10AM新坐标,2020-04-20,BJ2490433166348140544,整租,1室1厅1卫 34㎡,1室1厅1卫,34㎡,#,李德宝,34㎡,南,2天前,随时入住,低楼层/29层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2404313588430020608.html,朝阳 双桥 金隅可乐,2020-04-20,BJ2404313588430020608,整租,1房间1卫 55㎡,1房间1卫,55㎡,#,高继禄,55㎡,西南 西,2天前,随时入住,中楼层/19层,有,暂无数据,商水,商电,无,集中供暖,1~3个月,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2389238547359211520.html,通州 乔庄 乔庄北街6号院,2020-04-21,BJ2389238547359211520,整租,1室1厅1卫 41㎡,1室1厅1卫,41㎡,#,李世修,41㎡,南,1天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2800,2800,0,2800,
https://bj.lianjia.com/zufang/BJ2491810261342617600.html,朝阳 潘家园 弘善家园,2020-04-21,BJ2491810261342617600,整租,1室0厅1卫 42㎡,1室0厅1卫,42㎡,#,陈向文,42㎡,南,1天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2389591642090258432.html,朝阳 立水桥 明天生活馆,2020-04-21,BJ2389591642090258432,整租,1房间1卫 42㎡,1房间1卫,42㎡,#,赵雪薇,42㎡,北,1天前,随时入住,中楼层/17层,有,租用车位,商水,商电,无,集中供暖,2年以内,需提前预约,季付,3900,3900,0,3900,
https://bj.lianjia.com/zufang/BJ2481738937988038656.html,朝阳 双桥 双柳巷,2020-04-21,BJ2481738937988038656,整租,1室1厅1卫 36㎡,1室1厅1卫,36㎡,#,李莫然,36㎡,南,1天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2494126121432924160.html,朝阳 双桥 东柳西里,2020-04-21,BJ2494126121432924160,整租,1室0厅1卫 55㎡,1室0厅1卫,55㎡,#,高继禄,55㎡,南,1天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,3年以内,一般下班后可看,季付,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2489730588030795776.html,昌平 鼓楼大街 南环里,2020-04-21,BJ2489730588030795776,整租,1室0厅1卫 34㎡,1室0厅1卫,34㎡,#,唐晓丽,34㎡,东,1天前,随时入住,高楼层/10层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,2300,2300,0,2300,
https://bj.lianjia.com/zufang/BJ2489144109735092224.html,朝阳 立水桥 明天第一城8号院,2020-04-21,BJ2489144109735092224,整租,2房间1卫 35㎡ 精装修,2房间1卫,35㎡,精装修,李伟伟,35㎡,西,1天前,随时入住,低楼层/20层,有,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2473753522727305216.html,朝阳 管庄 华龙美树,2020-04-11,BJ2473753522727305216,整租,1室0厅1卫 37㎡ 精装修,1室0厅1卫,37㎡,精装修,刘禹希,37㎡,北,11天前,随时入住,中楼层/19层,有,暂无数据,民水,民电,有,自采暖,2年以内,需提前预约,季付,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2483101669454520320.html,东城 广渠门 绿景苑,2020-04-21,BJ2483101669454520320,整租,1室0厅1卫 34㎡ 精装修,1室0厅1卫,34㎡,精装修,陈彤,34㎡,南,1天前,2020-04-25,高楼层/12层,有,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2495422415249604608.html,朝阳 方庄 10AM新坐标,2020-04-21,BJ2495422415249604608,整租,1室0厅1卫 41㎡,1室0厅1卫,41㎡,#,李金龙,41㎡,西,1天前,随时入住,中楼层/29层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4400,4400,0,4400,
